cycle,capacity,fade_rate,fade_accel,rolling_std,relative_cap,cumul_fade,cell_id,dataset,group
34,0.9873578752787172,-0.000362603951349,-6.266292619327984e-05,0.0010395273771538,0.9873223695155252,0.0126776304844746,D1_Qual_1,Dataset1,Qualified
35,0.9870232593890124,-0.000334615889705,2.798806164394652e-05,0.0010259782052697,0.9869877656587344,0.0130122343412655,D1_Qual_1,Dataset1,Qualified
36,0.9866956749827748,-0.0003275844062375,7.0314834674789495e-06,0.0011210766391778,0.986660193032556,0.0133398069674438,D1_Qual_1,Dataset1,Qualified
37,0.986327142525757,-0.0003685324570176,-4.094805078003194e-05,0.0012585686665434,0.9862916738281052,0.0137083261718946,D1_Qual_1,Dataset1,Qualified
38,0.9859894934471056,-0.0003376490786514,3.08833783662088e-05,0.0013341074985471,0.9859540368914428,0.0140459631085573,D1_Qual_1,Dataset1,Qualified
39,0.9856740417966544,-0.0003154516504513,2.219742820008808e-05,0.0013674306449413,0.9856385965847522,0.0143614034152478,D1_Qual_1,Dataset1,Qualified
40,0.9848028961439552,-0.0008711456526991,-0.0005556940022478,0.0013721202342677,0.9847674822587806,0.0152325177412193,D1_Qual_1,Dataset1,Qualified
41,0.9841088473640726,-0.0006940487798825,0.0001770968728166,0.0012770906090988,0.9840734584371552,0.0159265415628448,D1_Qual_1,Dataset1,Qualified
42,0.9838838398931214,-0.0002250074709511,0.0004690413089314,0.0011245537073574,0.983848459057558,0.016151540942442,D1_Qual_1,Dataset1,Qualified
43,0.9835868631208,-0.0002969767723215,-7.196930137043367e-05,0.0009835001187651,0.9835514929646336,0.0164485070353664,D1_Qual_1,Dataset1,Qualified
44,0.9832976071930698,-0.0002892559277301,7.720844591441178e-06,0.0008164085178639,0.9832622474386562,0.0167377525613438,D1_Qual_1,Dataset1,Qualified
45,0.9835636316509128,0.000266024457843,0.0005552803855731,0.0008971078900639,0.983528262330159,0.016471737669841,D1_Qual_1,Dataset1,Qualified
46,0.98368385623098,0.0001202245800672,-0.0001457998777758,0.0011972235553172,0.9836484825869048,0.0163515174130952,D1_Qual_1,Dataset1,Qualified
47,0.9831993042967534,-0.0004845519342266,-0.0006047765142939,0.0015886094963771,0.9831639480773492,0.0168360519226508,D1_Qual_1,Dataset1,Qualified
48,0.9829585104560572,-0.0002407938406961,0.0002437580935304,0.0019172511893539,0.9829231628956908,0.0170768371043092,D1_Qual_1,Dataset1,Qualified
49,0.9813578828616898,-0.0016006275943674,-0.0013598337536712,0.0021518856583961,0.9813225928604978,0.0186774071395021,D1_Qual_1,Dataset1,Qualified
50,0.980366926245598,-0.0009909566160918,0.0006096709782755,0.0021437065195619,0.9803316718795811,0.0196683281204187,D1_Qual_1,Dataset1,Qualified
51,0.979353496456856,-0.0010134297887418,-2.247317265002824e-05,0.0020107348196813,0.9793182785341584,0.0206817214658414,D1_Qual_1,Dataset1,Qualified
52,0.9786593098047488,-0.0006941866521074,0.0003192431366344,0.0017546656580384,0.978624116845266,0.0213758831547339,D1_Qual_1,Dataset1,Qualified
53,0.9782706480029036,-0.000388661801845,0.0003055248502623,0.0014600704677804,0.9782354690198466,0.0217645309801534,D1_Qual_1,Dataset1,Qualified
54,0.9793272317980228,0.001056583795119,0.0014452455969641,0.0010733290352487,0.9792920148198122,0.0207079851801877,D1_Qual_1,Dataset1,Qualified
55,0.9793388820010224,1.1650202999646808e-05,-0.0010449335921194,0.0010523445613201,0.9793036646038662,0.0206963353961338,D1_Qual_1,Dataset1,Qualified
56,0.979007299300264,-0.0003315827007582,-0.0003432329037579,0.0011665428733568,0.9789720938269474,0.0210279061730526,D1_Qual_1,Dataset1,Qualified
57,0.9785242639605108,-0.0004830353397533,-0.000151452638995,0.0012531877585147,0.9784890758573278,0.0215109241426721,D1_Qual_1,Dataset1,Qualified
58,0.9775732902896246,-0.0009509736708861,-0.0004679383311327,0.0012880731866149,0.977538136383815,0.0224618636161849,D1_Qual_1,Dataset1,Qualified
59,0.9766074264184552,-0.0009658638711692,-1.4890200283113051e-05,0.0012899114869352,0.9765723072454764,0.0234276927545235,D1_Qual_1,Dataset1,Qualified
60,0.976078203883378,-0.0005292225350773,0.0004366413360918,0.0011476865486855,0.976043103741442,0.023956896258558,D1_Qual_1,Dataset1,Qualified
61,0.9762738445704366,0.0001956406870586,0.000724863222136,0.0009438201290365,0.9762387373931876,0.0237612626068125,D1_Qual_1,Dataset1,Qualified
62,0.9766725021085833,0.0003986575381466,0.0002030168510879,0.0007294052448135,0.976637380595458,0.023362619404542,D1_Qual_1,Dataset1,Qualified
63,0.977111349400273,0.0004388472916897,4.018975354314058e-05,0.0005971423577127,0.9770762121060328,0.022923787893967,D1_Qual_1,Dataset1,Qualified
64,0.9774787099433792,0.0003673605431062,-7.148674858348247e-05,0.0007572434343172,0.9774435594387147,0.0225564405612851,D1_Qual_1,Dataset1,Qualified
65,0.9775113856606682,3.267571728893248e-05,-0.0003346848258173,0.0010771851813608,0.9774762339809726,0.0225237660190273,D1_Qual_1,Dataset1,Qualified
66,0.9768104432695432,-0.0007009423911249,-0.0007336181084138,0.0013599796702021,0.9767753167960016,0.0232246832039983,D1_Qual_1,Dataset1,Qualified
67,0.9759651486590032,-0.0008452946105401,-0.0001443522194152,0.001568151256881,0.9759300525825758,0.0240699474174241,D1_Qual_1,Dataset1,Qualified
68,0.975022929874395,-0.000942218784608,-9.692417406792496e-05,0.0017058073657243,0.974987867680512,0.0250121323194879,D1_Qual_1,Dataset1,Qualified
69,0.9741237961600516,-0.0008991337143433,4.3085070264736736e-05,0.0017347903309162,0.9740887662993576,0.0259112337006423,D1_Qual_1,Dataset1,Qualified
70,0.9736926697129537,-0.000431126447098,0.0004680072672452,0.0016231550374738,0.97365765535573,0.0263423446442701,D1_Qual_1,Dataset1,Qualified
71,0.9735635523743836,-0.0001291173385697,0.0003020091085282,0.0013802934875568,0.9735285426602686,0.0264714573397314,D1_Qual_1,Dataset1,Qualified
72,0.9733617763733192,-0.0002017760010644,-7.265866249461794e-05,0.0011248243127005,0.9733267739151455,0.0266732260848544,D1_Qual_1,Dataset1,Qualified
73,0.97319626076739,-0.0001655156059294,3.626039513493495e-05,0.0009054416219078,0.97316126426122,0.02683873573878,D1_Qual_1,Dataset1,Qualified
74,0.972961877985149,-0.0002343827822408,-6.88671763113824e-05,0.0006958593139811,0.9729268899074728,0.0270731100925273,D1_Qual_1,Dataset1,Qualified
75,0.972562048533091,-0.0003998294520579,-0.0001654466698171,0.0005759215326078,0.9725270748334331,0.0274729251665667,D1_Qual_1,Dataset1,Qualified
76,0.9722477687965512,-0.0003142797365398,8.55497155181073e-05,0.0005516956601519,0.9722128063985118,0.0277871936014881,D1_Qual_1,Dataset1,Qualified
77,0.9719827783803944,-0.0002649904161569,4.928932038295031e-05,0.0006035184422808,0.9719478255115106,0.0280521744884894,D1_Qual_1,Dataset1,Qualified
78,0.9724205916303976,0.0004378132500033,0.0007028036661602,0.000739812029028,0.9723856230175836,0.0276143769824163,D1_Qual_1,Dataset1,Qualified
79,0.9729385086430374,0.0005179170126398,8.010376263645202e-05,0.0008137255204599,0.9729035214057316,0.0270964785942684,D1_Qual_1,Dataset1,Qualified
80,0.9735227421958288,0.0005842335527914,6.631654015165633e-05,0.0008164534619884,0.9734877339492632,0.0265122660507368,D1_Qual_1,Dataset1,Qualified
81,0.9738868627416511,0.0003641205458222,-0.0002201130069692,0.0007932431224289,0.9738518414011726,0.0261481585988273,D1_Qual_1,Dataset1,Qualified
82,0.974301651330105,0.0004147885884538,5.066804263165192e-05,0.0007329557698163,0.9742666150736716,0.0257333849263282,D1_Qual_1,Dataset1,Qualified
83,0.9740736106702071,-0.0002280406598977,-0.0006428292483516,0.0006268557982462,0.9740385826142024,0.0259614173857974,D1_Qual_1,Dataset1,Qualified
84,0.9733583985038106,-0.0007152121663966,-0.0004871715064989,0.0006340408997471,0.9733233961671062,0.0266766038328938,D1_Qual_1,Dataset1,Qualified
85,0.9730379145171526,-0.0003204839866579,0.0003947281797387,0.0006651195817596,0.9730029237051738,0.0269970762948261,D1_Qual_1,Dataset1,Qualified
86,0.9728981120811572,-0.0001398024359954,0.0001806815506625,0.0007110352550334,0.9728631262965268,0.027136873703473,D1_Qual_1,Dataset1,Qualified
87,0.9726642807878156,-0.0002338312933414,-9.402885734599575e-05,0.0007125578968454,0.9726293034118474,0.0273706965881526,D1_Qual_1,Dataset1,Qualified
88,0.9723757831573222,-0.0002884976304935,-5.466633715212055e-05,0.000596571727713,0.972340816155838,0.0276591838441621,D1_Qual_1,Dataset1,Qualified
89,0.9725914153169836,0.0002156321596614,0.000504129790155,0.0004408110307298,0.9725564405612852,0.0274435594387147,D1_Qual_1,Dataset1,Qualified
90,0.97240046228557,-0.0001909530314138,-0.0004065851910752,0.0004113246456085,0.9723654943966148,0.0276345056033852,D1_Qual_1,Dataset1,Qualified
91,0.9722557653855924,-0.0001446968999774,4.625613143638408e-05,0.0004352566838743,0.9722208026999928,0.0277791973000073,D1_Qual_1,Dataset1,Qualified
92,0.9720844591462192,-0.0001713062393732,-2.6609339395800014e-05,0.0004780040633809,0.9720495026208568,0.0279504973791432,D1_Qual_1,Dataset1,Qualified
93,0.9719445877741116,-0.0001398713721076,3.143486726553402e-05,0.0005315949206601,0.9719096362785764,0.0280903637214234,D1_Qual_1,Dataset1,Qualified
94,0.9717421224119228,-0.0002024653621887,-6.259399008101685e-05,0.0006079266849917,0.9717071781971188,0.028292821802881,D1_Qual_1,Dataset1,Qualified
95,0.9714884375182036,-0.0002536848937193,-5.121953153064407e-05,0.0007816560054984,0.9714535024260044,0.0285464975739955,D1_Qual_1,Dataset1,Qualified
96,0.971213933918532,-0.0002745035996714,-2.08187059520526e-05,0.0009441817627924,0.9711790086975864,0.0288209913024135,D1_Qual_1,Dataset1,Qualified
97,0.971026841309414,-0.000187092609118,8.741099055331603e-05,0.0010800811516224,0.9709919228163896,0.0290080771836105,D1_Qual_1,Dataset1,Qualified
98,0.970795560652232,-0.0002312806571819,-4.418804806383125e-05,0.0011997419187593,0.9707606504761476,0.0292393495238524,D1_Qual_1,Dataset1,Qualified
99,0.9698505154870148,-0.0009450451652173,-0.0007137645080353,0.0013050791877933,0.9698156392951124,0.0301843607048876,D1_Qual_1,Dataset1,Qualified
100,0.9694158043620704,-0.0004347111249444,0.0005103340402728,0.001279852976167,0.9693809438025448,0.0306190561974553,D1_Qual_1,Dataset1,Qualified
101,0.9690192149072964,-0.0003965894547739,3.812167017047674e-05,0.0012342702388927,0.9689843686092776,0.0310156313907222,D1_Qual_1,Dataset1,Qualified
102,0.9685807122961688,-0.0004385026111274,-4.191315635349024e-05,0.0011694031587044,0.9685458817668704,0.0314541182331297,D1_Qual_1,Dataset1,Qualified
103,0.9680705850642328,-0.0005101272319359,-7.162462080856358e-05,0.0010691370342221,0.9680357728793028,0.0319642271206971,D1_Qual_1,Dataset1,Qualified
104,0.9683293022941596,0.0002587172299265,0.0007688444618625,0.0008999114427784,0.9682944808056598,0.0317055191943401,D1_Qual_1,Dataset1,Qualified
105,0.968020330638276,-0.0003089716558835,-0.00056768888581,0.0008555403133412,0.967985520260514,0.0320144797394859,D1_Qual_1,Dataset1,Qualified
106,0.9676981921849196,-0.0003221384533562,-1.3166797472763392e-05,0.0008354942201857,0.9676633933913786,0.0323366066086213,D1_Qual_1,Dataset1,Qualified
107,0.967305187407992,-0.0003930047769278,-7.08663235715612e-05,0.0008211060931401,0.9672704027470514,0.0327295972529485,D1_Qual_1,Dataset1,Qualified
108,0.9670465391141778,-0.000258648293814,0.0001343564831137,0.000808680153621,0.967011763754328,0.032988236245672,D1_Qual_1,Dataset1,Qualified
109,0.9667292261886912,-0.0003173129254866,-5.866463167258917e-05,0.0008227132387591,0.9666944622395344,0.0333055377604656,D1_Qual_1,Dataset1,Qualified
110,0.9664309396302336,-0.0002982865584575,1.9026367029106872e-05,0.0007365638624142,0.9663961864075744,0.0336038135924255,D1_Qual_1,Dataset1,Qualified
111,0.96622406235685,-0.0002068772733837,9.140928507378464e-05,0.000629494953274,0.9661893165735758,0.0338106834264242,D1_Qual_1,Dataset1,Qualified
112,0.9661364445579592,-8.76177988905491e-05,0.0001192594744932,0.0005414217764122,0.9661017019254544,0.0338982980745455,D1_Qual_1,Dataset1,Qualified
113,0.9660221484835606,-0.0001142960743987,-2.6678275508174032e-05,0.0004842568505199,0.9659874099611858,0.0340125900388141,D1_Qual_1,Dataset1,Qualified
114,0.9659200541010612,-0.0001020943824995,1.2201691899194069e-05,0.0004325720187387,0.965885319250039,0.034114680749961,D1_Qual_1,Dataset1,Qualified
115,0.9658919281671924,-2.812593386880557e-05,7.39684486307235e-05,0.0004187706540663,0.9658571943275894,0.0341428056724105,D1_Qual_1,Dataset1,Qualified
116,0.9656222500953904,-0.0002696780718018,-0.000241552137933,0.0004437684479767,0.9655875259535132,0.0344124740464868,D1_Qual_1,Dataset1,Qualified
117,0.9654627319312418,-0.0001595181641486,0.0001101599076532,0.0004622888217758,0.9654280135256982,0.0345719864743018,D1_Qual_1,Dataset1,Qualified
118,0.9653267209814296,-0.000136010949812,2.350721433652669e-05,0.0004864642139112,0.9652920074668914,0.0347079925331086,D1_Qual_1,Dataset1,Qualified
119,0.9651303219971344,-0.0001963989842953,-6.03880344832719e-05,0.0004844504026953,0.965095615545178,0.0349043844548221,D1_Qual_1,Dataset1,Qualified
120,0.9649231000431884,-0.0002072219539459,-1.0822969650603476e-05,0.0004527657031031,0.964888401043012,0.0351115989569881,D1_Qual_1,Dataset1,Qualified
121,0.9648607817975574,-6.231824563096566e-05,0.0001449037083149,0.0003712822378642,0.9648260850383686,0.0351739149616313,D1_Qual_1,Dataset1,Qualified
122,0.9646352228377068,-0.0002255589598505,-0.0001632407142195,0.0003013667871401,0.9646005341897036,0.0353994658102962,D1_Qual_1,Dataset1,Qualified
123,0.964607924137187,-2.7298700519873265e-05,0.0001982602593306,0.0002308835907448,0.9645732364708556,0.0354267635291445,D1_Qual_1,Dataset1,Qualified
124,0.9646358432627188,2.791912553168352e-05,5.5217826051556784e-05,0.0001682154958742,0.9646011545924048,0.0353988454075951,D1_Qual_1,Dataset1,Qualified
125,0.9647329742451236,9.713098240504704e-05,6.921185687336351e-05,0.000149665925691,0.9646982820819427,0.0353017179180571,D1_Qual_1,Dataset1,Qualified
126,0.9647923282379208,5.935399279699549e-05,-3.7776989608051537e-05,0.0001963350102584,0.964757633940348,0.0352423660596521,D1_Qual_1,Dataset1,Qualified
127,0.9648187307689788,2.6402531058122847e-05,-3.2951461738872645e-05,0.0002599234658525,0.9647840355219608,0.0352159644780391,D1_Qual_1,Dataset1,Qualified
128,0.9646066832871634,-0.0002120474818154,-0.0002384500128735,0.0003454362604037,0.9645719956654532,0.0354280043345467,D1_Qual_1,Dataset1,Qualified
129,0.9644226928031042,-0.0001839904840591,2.805699775632053e-05,0.0004234509033164,0.9643880117977616,0.0356119882022384,D1_Qual_1,Dataset1,Qualified
130,0.964209197662928,-0.0002134951401763,-2.950465611717412e-05,0.0004930107456346,0.9641745243349514,0.0358254756650485,D1_Qual_1,Dataset1,Qualified
131,0.9640113510202716,-0.0001978466426562,1.5648497520115434e-05,0.0005462053985341,0.9639766848069354,0.0360233151930645,D1_Qual_1,Dataset1,Qualified
132,0.9638114362942428,-0.0001999147260288,-2.0680833726638426e-06,0.0005793974934751,0.9637767772699158,0.0362232227300841,D1_Qual_1,Dataset1,Qualified
133,0.963658398124662,-0.0001530381695807,4.6876556448083306e-05,0.0005684194870177,0.9636237446036456,0.0363762553963544,D1_Qual_1,Dataset1,Qualified
134,0.9634890910325492,-0.0001693070921128,-1.626892253203671e-05,0.0005660659786501,0.96345444359988,0.0365455564001201,D1_Qual_1,Dataset1,Qualified
135,0.9632886937537334,-0.0002003972788158,-3.109018670299779e-05,0.0005599945739102,0.963254053527426,0.0367459464725739,D1_Qual_1,Dataset1,Qualified
136,0.963062031816084,-0.0002266619376495,-2.626465883370788e-05,0.0005493002359792,0.9630273997406256,0.0369726002593743,D1_Qual_1,Dataset1,Qualified
137,0.9629278132051948,-0.0001342186108889,9.244332676061616e-05,0.0005398076062499,0.9628931859562888,0.037106814043711,D1_Qual_1,Dataset1,Qualified
138,0.962714249128906,-0.0002135640762889,-7.934546540000476e-05,0.0005365507299836,0.9626796295598452,0.0373203704401549,D1_Qual_1,Dataset1,Qualified
139,0.9625408058700478,-0.0001734432588582,4.012081743065554e-05,0.0005207145783039,0.962506192538072,0.0374938074619278,D1_Qual_1,Dataset1,Qualified
140,0.9624132740620638,-0.0001275318079839,4.591145087429194e-05,0.0004995573464275,0.9623786653161802,0.0376213346838197,D1_Qual_1,Dataset1,Qualified
141,0.9622485856894832,-0.0001646883725804,-3.7156564596463326e-05,0.0004849629037787,0.962213982865856,0.0377860171341439,D1_Qual_1,Dataset1,Qualified
142,0.962062596058164,-0.0001859896313192,-2.1301258738781748e-05,0.0004803043685564,0.9620279999227944,0.0379720000772055,D1_Qual_1,Dataset1,Qualified
143,0.9619383042474642,-0.0001242918106999,6.169782061926643e-05,0.0004653039229287,0.9619037125816752,0.0380962874183249,D1_Qual_1,Dataset1,Qualified
144,0.9617929179863624,-0.0001453862611017,-2.1094450401770715e-05,0.0004641710237573,0.9617583315487184,0.0382416684512816,D1_Qual_1,Dataset1,Qualified
145,0.961619750471954,-0.0001731675144085,-2.778125330682446e-05,0.0004805452701815,0.9615851702614792,0.0384148297385207,D1_Qual_1,Dataset1,Qualified
146,0.9614680220885092,-0.0001517283834447,2.143913096375183e-05,0.0005009485395909,0.9614334473342446,0.0385665526657553,D1_Qual_1,Dataset1,Qualified
147,0.9613389047499394,-0.0001291173385696,2.2611044875109343e-05,0.0005204372947527,0.9613043346387832,0.0386956653612167,D1_Qual_1,Dataset1,Qualified
148,0.9611643585132824,-0.0001745462366569,-4.542889808722972e-05,0.0005556353484707,0.9611297946788752,0.0388702053211248,D1_Qual_1,Dataset1,Qualified
149,0.9609291484976924,-0.00023521001559,-6.066377893310104e-05,0.0006154983660663,0.9608945931215264,0.0391054068784736,D1_Qual_1,Dataset1,Qualified
150,0.9607055886851024,-0.0002235598125901,1.1650202999868853e-05,0.0006498555590764,0.9606710413482318,0.0393289586517682,D1_Qual_1,Dataset1,Qualified
151,0.96052890542896,-0.0001766832561422,4.687655644786126e-05,0.0006709023763266,0.9604943644456864,0.0395056355543136,D1_Qual_1,Dataset1,Qualified
152,0.9602776332991756,-0.0002512721297844,-7.458887364220068e-05,0.0006780009805422,0.9602431013517428,0.0397568986482571,D1_Qual_1,Dataset1,Qualified
153,0.959900966380892,-0.0003766669182836,-0.0001253947884991,0.0006687167301347,0.9598664479785444,0.0401335520214557,D1_Qual_1,Dataset1,Qualified
154,0.9597565452253642,-0.0001444211555277,0.0002322457627559,0.0006241663093402,0.959722032016456,0.0402779679835439,D1_Qual_1,Dataset1,Qualified
155,0.9595920636611212,-0.000164481564243,-2.006040871538328e-05,0.0005915794045942,0.9595575563670322,0.0404424436329677,D1_Qual_1,Dataset1,Qualified
156,0.9594173106161268,-0.0001747530449943,-1.027148075127826e-05,0.0005447944881642,0.9593828096062236,0.0406171903937764,D1_Qual_1,Dataset1,Qualified
157,0.9592252546069142,-0.0001920560092125,-1.73029642182021e-05,0.0004741485081698,0.9591907605034178,0.0408092394965822,D1_Qual_1,Dataset1,Qualified
158,0.9592034707953884,-2.178381152584397e-05,0.0001702721976867,0.0004181502248567,0.959168977475246,0.0408310225247539,D1_Qual_1,Dataset1,Qualified
159,0.9589629526991418,-0.0002405180962465,-0.0002187342847207,0.000549576841638,0.9589284680281214,0.0410715319718786,D1_Qual_1,Dataset1,Qualified
160,0.9588907076533216,-7.224504582004077e-05,0.0001682730504265,0.0007859318999432,0.9588562255802604,0.0411437744197394,D1_Qual_1,Dataset1,Qualified
161,0.9588354898272704,-5.521782605144576e-05,1.7027219768595003e-05,0.001129248395379,0.958801009739863,0.0411989902601369,D1_Qual_1,Dataset1,Qualified
162,0.9586477767931404,-0.00018771303413,-0.0001324952080785,0.001376010220795,0.9586133034559648,0.0413866965440351,D1_Qual_1,Dataset1,Qualified
163,0.9578263340774986,-0.0008214427156416,-0.0006337296815116,0.0015001642844185,0.9577918902797145,0.0422081097202856,D1_Qual_1,Dataset1,Qualified
164,0.9570068905091172,-0.0008194435683813,1.999147260289824e-06,0.0014493411127027,0.956972476178834,0.0430275238211659,D1_Qual_1,Dataset1,Qualified
165,0.9559429994860812,-0.001063891023036,-0.0002444474546546,0.0013510899084286,0.9559086234137222,0.0440913765862778,D1_Qual_1,Dataset1,Qualified
166,0.9555493053480292,-0.0003936941380521,0.0006701968849839,0.0012003153748637,0.9555149434330604,0.0444850565669395,D1_Qual_1,Dataset1,Qualified
167,0.9555508908786148,1.5855305857126467e-06,0.0003952796686378,0.0010106917881748,0.95551652890663,0.0444834710933701,D1_Qual_1,Dataset1,Qualified
168,0.9562383907278172,0.0006874998492023,0.0006859143186166,0.0007783983822293,0.9562040040330771,0.0437959959669227,D1_Qual_1,Dataset1,Qualified
169,0.9564728424461704,0.0002344517183532,-0.0004530481308491,0.0006110270414955,0.956438447320458,0.043561552679542,D1_Qual_1,Dataset1,Qualified
170,0.9565377113279612,6.486888179080275e-05,-0.0001695828365624,0.0005010859844741,0.9565033138695392,0.0434966861304608,D1_Qual_1,Dataset1,Qualified
171,0.955853313603818,-0.0006843977241433,-0.0007492666059341,0.0005018678492913,0.9558189407565972,0.0441810592434027,D1_Qual_1,Dataset1,Qualified
172,0.9552302000836196,-0.0006231135201983,6.12842039449113e-05,0.000567571553033,0.955195849643797,0.044804150356203,D1_Qual_1,Dataset1,Qualified
173,0.9551170069870196,-0.0001131930965997,0.0005099204235986,0.0006748592568748,0.955082660617664,0.0449173393823361,D1_Qual_1,Dataset1,Qualified
174,0.9554369394847784,0.0003199324977586,0.0004331255943583,0.0007381015428717,0.9554025816105288,0.0445974183894712,D1_Qual_1,Dataset1,Qualified
175,0.9559650590420568,0.0005281195572784,0.0002081870595198,0.0007662889967895,0.955930682176428,0.044069317823572,D1_Qual_1,Dataset1,Qualified
176,0.956704123103352,0.0007390640612952,0.0002109445040167,0.0007806248891013,0.9566697196606996,0.0433302803393004,D1_Qual_1,Dataset1,Qualified
177,0.9571724061150468,0.0004682830116946,-0.0002707810496005,0.0007889543824885,0.9571379858327596,0.0428620141672403,D1_Qual_1,Dataset1,Qualified
178,0.9570174377343182,-0.0001549683807284,-0.0006232513924231,0.0008931554847878,0.9569830230247528,0.043016976975247,D1_Qual_1,Dataset1,Qualified
